-5.373012,-0.959937,
-5.373012,-0.959938,
-5.373013,-0.959939,
-5.373014,-0.959942,
-5.373016,-0.959944,
-5.373017,-0.959946,
-5.373017,-0.959946,
-5.373017,-0.959948,
-5.373018,-0.959949,
-5.373019,-0.959952,
-5.373021,-0.959954,
-5.373022,-0.959955,
-5.373022,-0.959956,
-5.373022,-0.959957,
-5.373023,-0.959959,
-5.373025,-0.959961,
-5.373026,-0.959963,
-5.373027,-0.959965,
-5.373027,-0.959965,
-5.373027,-0.959966,
-5.373028,-0.959968,
-5.373030,-0.959971,
-5.373031,-0.959973,
-5.373033,-0.959975,
-5.373034,-0.959977,
-5.373034,-0.959978,
-5.373034,-0.959978,
-5.373034,-0.959979,
-5.373035,-0.959981,
-5.373036,-0.959984,
-5.373038,-0.959986,
-5.373040,-0.959988,
-5.373041,-0.959990,
-5.373041,-0.959991,
-5.373041,-0.959992,
-5.373042,-0.959994,
-5.373043,-0.959996,
-5.373045,-0.959998,
-5.373046,-0.960000,
-5.373046,-0.960001,
-5.373046,-0.960002,
-5.373047,-0.960003,
-5.373048,-0.960006,
-5.373050,-0.960008,
-5.373051,-0.960009,
-5.373051,-0.960010,
-5.373051,-0.960011,
-5.373052,-0.960013,
-5.373053,-0.960015,
-5.373055,-0.960017,
-5.373056,-0.960019,
-5.373056,-0.960020,
-5.373057,-0.960022,
-5.373058,-0.960024,
-5.373059,-0.960025,
-5.373060,-0.960027,
-5.373061,-0.960028,
-5.373062,-0.960030,
-5.373062,-0.960032,
-5.373063,-0.960033,
-5.373064,-0.960035,
-5.373065,-0.960037,
-5.373067,-0.960039,
-5.373068,-0.960041,
-5.373068,-0.960042,
-5.373068,-0.960043,
-5.373069,-0.960045,
-5.373070,-0.960047,
-5.373072,-0.960049,
-5.373073,-0.960051,
-5.373073,-0.960051,
-5.373073,-0.960052,
-5.373074,-0.960054,
-5.373076,-0.960056,
-5.373077,-0.960059,
-5.373078,-0.960060,
-5.373078,-0.960061,
-5.373078,-0.960062,
-5.373079,-0.960064,
-5.373081,-0.960066,
-5.373082,-0.960069,
-5.373084,-0.960071,
-5.373085,-0.960072,
-5.373085,-0.960073,
-5.373085,-0.960074,
-5.373085,-0.960075,
-5.373086,-0.960077,
-5.373087,-0.960079,
-5.373089,-0.960082,
-5.373091,-0.960084,
-5.373092,-0.960085,
-5.373092,-0.960086,
-5.373092,-0.960087,
-5.373093,-0.960089,
-5.373094,-0.960091,
-5.373096,-0.960094,
-5.373097,-0.960095,
-5.373097,-0.960096,
-5.373097,-0.960097,
-5.373098,-0.960099,
-5.373099,-0.960101,
-5.373101,-0.960103,
-5.373102,-0.960105,
-5.373102,-0.960105,
-5.373102,-0.960106,
-5.373103,-0.960108,
-5.373104,-0.960111,
-5.373106,-0.960113,
-5.373107,-0.960114,
-5.373107,-0.960115,
-5.373107,-0.960116,
-5.373108,-0.960118,
-5.373110,-0.960120,
-5.373111,-0.960123,
-5.373113,-0.960125,
-5.373114,-0.960126,
-5.373114,-0.960127,
-5.373114,-0.960128,
-5.373114,-0.960129,
-5.373115,-0.960131,
-5.373116,-0.960133,
-5.373118,-0.960136,
-5.373120,-0.960138,
-5.373121,-0.960139,
-5.373121,-0.960140,
-5.373121,-0.960141,
-5.373122,-0.960143,
-5.373123,-0.960145,
-5.373125,-0.960148,
-5.373126,-0.960149,
-5.373126,-0.960150,
-5.373126,-0.960151,
-5.373127,-0.960153,
-5.373128,-0.960155,
-5.373130,-0.960157,
-5.373131,-0.960159,
-5.373131,-0.960160,
-5.373131,-0.960161,
-5.373132,-0.960162,
-5.373133,-0.960165,
-5.373135,-0.960167,
-5.373136,-0.960168,
-5.373136,-0.960169,
-5.373136,-0.960170,
-5.373137,-0.960172,
-5.373139,-0.960174,
-5.373140,-0.960177,
-5.373142,-0.960179,
-5.373143,-0.960181,
-5.373143,-0.960181,
-5.373143,-0.960182,
-5.373143,-0.960183,
-5.373144,-0.960185,
-5.373145,-0.960187,
-5.373147,-0.960190,
-5.373149,-0.960192,
-5.373150,-0.960194,
-5.373150,-0.960194,
-5.373150,-0.960195,
-5.373151,-0.960197,
-5.373152,-0.960200,
-5.373154,-0.960202,
